250   1   1.02506   1.02906
250   100   1.02319   1.03061
250   110   1.02047   1.0298
250   120   1.02589   1.03315
250   130   1.02422   1.0335
250   140   1.02958   1.04058
250   150   1.02635   1.04979
250   160   1.46781   2.18413
250   170   8.51555   9.9341
250   180   11.5136   12.2906
250   190   11.6516   18.026
250   200   11.7246   17.4616
250   210   11.6352   28.2341
250   220   11.6353   27.6391
250   230   10.226   13.7187
250   235   10.5066   14.7009
250   240   11.4668   18.3317
250   243   12.0466   17.396
250   25   1.02415   1.02901
250   50   1.02423   1.032
250   75   1.02114   1.02872
275   1   1.02601   1.03082
275   100   1.02304   1.02877
275   125   1.01921   1.02592
275   135   1.02249   1.03063
275   145   1.02639   1.033
275   155   1.02805   1.03886
275   165   1.02914   1.04035
275   175   1.02956   1.05521
275   185   1.4539   2.12571
275   195   8.45039   9.98501
275   205   11.5228   12.1844
275   215   11.6145   18.0336
275   225   11.6481   17.3187
275   235   11.6542   28.541
275   245   11.5876   28.1092
275   25   1.02217   1.02891
275   255   11.147   15.4786
275   260   10.9294   16.6603
275   265   10.689   19.0559
275   268   11.2832   19.2947
275   50   1.02449   1.03116
275   75   1.02071   1.02735
300   1   1.02269   1.02843
300   100   1.02247   1.02916
300   125   1.02226   1.02768
300   150   1.02316   1.02844
300   160   1.02618   1.03221
300   170   1.02528   1.03389
300   180   1.02512   1.03574
300   190   1.03289   1.04416
300   200   1.03552   1.06063
300   210   1.44027   2.11462
300   220   8.39784   10.0199
300   230   11.5476   12.1378
300   240   11.6288   18.2279
300   25   1.02446   1.02863
300   250   11.6726   17.2156
300   260   11.6727   28.4453
300   270   11.5625   27.9723
300   280   10.8721   14.5259
300   285   11.4644   16.1857
300   290   11.8205   18.1354
300   293   12.0466   23.3917
300   50   1.0237   1.02993
300   75   1.02335   1.03002
325   1   1.02216   1.02946
325   100   1.02409   1.02932
325   125   1.02241   1.02941
325   150   1.02217   1.03021
325   175   1.02249   1.02996
325   185   1.02045   1.02881
325   195   1.02507   1.03379
325   205   1.02538   1.03442
325   215   1.03106   1.03975
325   225   1.02916   1.05159
325   235   1.44301   2.10406
325   245   8.35153   9.97681
325   25   1.02445   1.02907
325   255   11.5649   12.1323
325   265   11.6538   18.1445
325   275   11.7019   17.1446
325   285   11.6729   28.3212
325   295   11.6266   27.6207
325   50   1.02262   1.02866
325   75   1.02279   1.02935
350   1   1.02234   1.02849
350   100   1.02434   1.03078
350   125   1.0247   1.02921
350   150   1.02273   1.02834
350   175   1.02114   1.02743
350   200   1.02218   1.03039
350   210   1.02185   1.02967
350   220   1.0286   1.03705
350   230   1.03007   1.03893
350   240   1.02908   1.04211
350   25   1.02485   1.03011
350   250   1.03328   1.05645
350   260   1.41517   2.05038
350   270   8.46758   10.0235
350   280   11.4925   12.0897
350   290   11.5597   17.9786
350   300   11.6512   17.3272
350   50   1.02202   1.02843
350   75   1.02501   1.03057
375   1   1.02356   1.02819
375   100   1.02132   1.0265
375   125   1.02419   1.02834
375   150   1.02309   1.02871
375   175   1.02307   1.02796
375   200   1.02369   1.02849
375   225   1.02041   1.02759
375   235   1.02337   1.03137
375   245   1.02316   1.03196
375   25   1.02448   1.03032
375   255   1.02599   1.03701
375   265   1.03163   1.04024
375   275   1.02991   1.05922
375   285   1.4186   2.09539
375   295   8.29206   9.92596
375   50   1.02144   1.0257
375   75   1.02592   1.03197
400   1   1.02618   1.0304
400   100   1.0249   1.02945
400   125   1.02293   1.02702
400   150   1.02299   1.02929
400   175   1.02292   1.02915
400   200   1.0221   1.02708
400   225   1.02099   1.0268
400   25   1.02305   1.02879
400   250   1.0237   1.02871
400   260   1.02406   1.03117
400   270   1.02501   1.03387
400   280   1.02911   1.0368
400   290   1.03404   1.04042
400   300   1.02996   1.05749
400   50   1.02308   1.02842
400   75   1.02466   1.02926
425   1   1.02431   1.02913
425   100   1.0232   1.02943
425   125   1.02449   1.02959
425   150   1.02335   1.02888
425   175   1.02403   1.02902
425   200   1.02164   1.02631
425   225   1.02518   1.03086
425   25   1.02327   1.02893
425   250   1.02067   1.02632
425   275   1.02429   1.02931
425   285   1.02462   1.03055
425   295   1.02726   1.03538
425   50   1.02096   1.02709
425   75   1.02526   1.03054
450   1   1.02178   1.02939
450   100   1.0231   1.0285
450   125   1.02663   1.02969
450   150   1.02124   1.02611
450   175   1.0242   1.02951
450   200   1.02556   1.03089
450   225   1.02392   1.03017
450   25   1.02425   1.02927
450   250   1.02336   1.02916
450   275   1.02057   1.02513
450   300   1.02623   1.03265
450   50   1.0246   1.03118
450   75   1.02695   1.03172
475   1   1.02383   1.02896
475   100   1.02119   1.0272
475   125   1.02741   1.0334
475   150   1.02367   1.02934
475   175   1.02477   1.02932
475   200   1.02569   1.03014
475   225   1.02431   1.03186
475   25   1.02468   1.03055
475   250   1.02483   1.03003
475   275   1.02304   1.02701
475   300   1.0211   1.02722
475   50   1.02398   1.03013
475   75   1.02553   1.03152
500   1   1.02088   1.02679
500   100   1.02233   1.02758
500   125   1.0261   1.03107
500   150   1.02363   1.02973
500   175   1.02178   1.02834
500   200   1.02293   1.0288
500   225   1.02218   1.0282
500   25   1.02383   1.02846
500   250   1.02294   1.02807
500   275   1.02234   1.02854
500   300   1.02557   1.03047
500   50   1.02703   1.03024
500   75   1.02118   1.02604
525   1   1.02422   1.02942
525   100   1.02477   1.03006
525   125   1.02394   1.02878
525   150   1.0253   1.02964
525   175   1.0245   1.02909
525   200   1.0244   1.02835
525   225   1.02615   1.02974
525   25   1.02398   1.0303
525   250   1.02103   1.02737
525   275   1.02374   1.02834
525   300   1.02541   1.02988
525   50   1.0248   1.02934
525   75   1.02336   1.0279
550   1   1.02602   1.03101
550   100   1.02414   1.02952
550   125   1.02296   1.02706
550   150   1.02432   1.02864
550   175   1.02263   1.02943
550   200   1.02555   1.0296
550   225   1.0232   1.02766
550   25   1.02377   1.0281
550   250   1.0253   1.0282
550   275   1.02621   1.03002
550   300   1.02474   1.03101
550   50   1.02236   1.02893
550   75   1.02441   1.02755
575   1   1.0223   1.02655
575   100   1.02559   1.02993
575   125   1.0246   1.02872
575   150   1.02289   1.02791
575   175   1.02259   1.02598
575   200   1.02498   1.03065
575   225   1.02249   1.02703
575   25   1.02195   1.02669
575   250   1.02208   1.02652
575   275   1.02245   1.02791
575   300   1.02031   1.02579
575   50   1.02362   1.02836
575   75   1.02126   1.0262
600   1   1.02315   1.02642
600   100   1.02675   1.03143
600   125   1.02314   1.02658
600   150   1.02585   1.03123
600   175   1.02548   1.0304
600   200   1.02229   1.02853
600   225   1.02246   1.02609
600   25   1.02572   1.02892
600   250   1.02451   1.0292
600   275   1.0233   1.02847
600   300   1.02602   1.02917
600   50   1.02384   1.02848
600   75   1.02607   1.02983
625   1   1.02473   1.02934
625   100   1.02366   1.0283
625   125   1.02265   1.02804
625   150   1.02379   1.02908
625   175   1.02563   1.02962
625   200   1.02262   1.02777
625   225   1.02354   1.02855
625   25   1.02464   1.02912
625   250   1.02083   1.02734
625   275   1.02247   1.02723
625   300   1.02385   1.03011
625   50   1.02171   1.02743
625   75   1.02278   1.02687
650   1   1.0251   1.02899
650   100   1.02373   1.02742
650   125   1.02404   1.02881
650   150   1.02246   1.02716
650   175   1.02392   1.02839
650   200   1.02325   1.02899
650   225   1.02332   1.02931
650   25   1.02137   1.02682
650   250   1.02573   1.02994
650   275   1.02558   1.03022
650   300   1.02433   1.02861
650   50   1.02484   1.02915
650   75   1.02369   1.02881
675   1   1.02293   1.02822
675   100   1.0253   1.03024
675   125   1.02273   1.02712
675   150   1.02323   1.02824
675   175   1.02036   1.02688
675   200   1.02309   1.02855
675   225   1.02458   1.03034
675   25   1.02347   1.02961
675   250   1.02351   1.02763
